,name,grape,region,variety,rating,notes
2258,Archery Summit Premier Cuvee Pinot Noir 2009,,"Willamette Valley, Oregon",Red Wine,90,"Deep garnet in color the 2009 Premier Cuvée opens with heady aromas of black raspberry, spiced cherry, cassis and fennel. Also present are perfumed notes evocative of cedar closets, spring lilacs, wet stone and clean forest floor. On the palate captivating flavors of Oregon black caps, sweet tamarind and blueberries mingle with hints of violets, black salt licorice and earthy truffle. This wine is unctuous and generous in the mouth yet finessed by an acidity which keeps it vibrant and lively. The finish is long and persists with an elegant nod towards dark chocolate and cherries."
2259,Archery Summit Premier Cuvee Pinot Noir 2010,,"Willamette Valley, Oregon",Red Wine,92,"Fruit, flowers, spice, mineral and earth; this wine exhibits all of these elements both aromatically and in the form of flavor. Red fruits are abundant on the nose - currants and marionberry, cherry and pomegranate, which turn towards raspberry, blueberry and boysenberry on the palate. There are violets and sweet peas, if one chooses to find them, nestled against cinnamon stick, gingerbread, clean stones and fresh turned earth. This wine is vibrant, confectionary and layered with a freshness and mineral quality, shaped by clean lines and a lingering, persistent finish."
2260,Archery Summit Premier Cuvee Pinot Noir 2013,,"Willamette Valley, Oregon",Red Wine,90,"This delectable wine opens expansively with lifted floral aromas of gardenia and carnation intermingled with hints of cinnamon stick, white pepper and cigar box, creating an expressive bouquet that ischaracteristic of the 2013 vintage. The palate is cerebral and extremely detailed, showing a wine that is both approachable and refined. The entry exposes juicy, dark fruit tones and plush flavors of forest floor and crushed truffles, supported by fine grained tannins that lead into a sophisticated finish with persistentnotes of molasses."
2261,Archery Summit Premier Cuvee Pinot Noir 2014,,"Willamette Valley, Oregon",Red Wine,91,"This elegant wine opens with effusive floral aromas of violet and hyacinth intermingled with hints of powdered chocolate, black licorice, freshly ground coffee beans and Santa Ana plums, creating a sophisticated bouquet that is characteristic of the 2014 vintage. The palate is expansive and expressive, showing a completeness and comfort within its own skin. The entry exposes juicy blackberry and black cherry with plush flavors of bramble and briary, supported by fine grained tannins that lead into a velvety finish with the essence of dark chocolate."
2262,Archery Summit Premier Cuvee Pinot Noir 2015,,"Willamette Valley, Oregon",Red Wine,90,"This elegant wine opens with effusive floral aromas of violet and hyacinth intermingled with hints of powdered chocolate, black licorice, freshly ground coffee beans and Santa Rosa plums, creating a sophisticated bouquet that is characteristic of the 2015 vintage.  "
2263,Archery Summit Premier Cuvee Pinot Noir (375ml half-bottle) 1998,,"Willamette Valley, Oregon",Red Wine,93,"Nose of black fruits and smoke.  Flavors of black fruits, flowers and oak."
2264,Archery Summit Premier Cuvee Pinot Noir (375ml half-bottle) 1999,,"Willamette Valley, Oregon",Red Wine,87,"Flavors of ripe black fruits, flowers, cassis and oak all show a depth, elegance, and length that mark a classic Oregon Pinot Noir. Aromas and flavors of blackberries, blueberries, red currants, cinnamon, coffee and smoke emerge and deepen as they open up to include the smell of violets and carnations. All of the components, tannin, acid and fruit are very well balanced and combine to produce a concentrated, rich mid-palate, and long finish. This wine will improve and age gracefully for the next ten years."
2265,Archery Summit Red Hills Estate Pinot Noir 1999,,"Willamette Valley, Oregon",Red Wine,92,"The Red Hills Estate has a saturated dark purple color and boasts complex aromas of marion berries, cassis, smoky oak, dark cherries, cinnamon, earth and minerals. This large scaled masculine wine has big firm tannins that are ripe and well integrated with the great concentraton of dark fruit. The mid-palate is wide and deep. Brooding and intense, complex with great structure, this is a wine that will reward cellaring."
2266,Archery Summit Red Hills Estate Pinot Noir 2005,,"Willamette Valley, Oregon",Red Wine,93,"Red Hills Estate Pinot Noir is known as the ""serious"" Pinot Noir, more masculine than some of our other wines, and characterized by pronounced blackberry and black cherry flavors, spice notes, savory nuances of bacon, and a long satisfying finish."
2267,Archery Summit Red Hills Estate Pinot Noir 2007,,"Willamette Valley, Oregon",Red Wine,91,"Our 26-acre Red Hills Estate vineyard is a gentle south-facing slope ranging in elevation between 400 and 600 feet in the heart of the Dundee Hills AVA.  On basaltic, Jory soils, it produces one of our finest vineyard designated wines.  The vineyard contains 18-year old plantings of self-rooted Pommard clones as well as Dijon clones planted up to 4,800 vines per acre and is meticulously farmed utilizing sustainable practices, ensuring the highest possible fruit quality. "
2268,Archery Summit Red Hills Estate Pinot Noir 2009,,"Willamette Valley, Oregon",Red Wine,90,"This wine opens with inviting notes of sarsaparilla, black currants, licorice root, and fragrant Ceylon cinnamon. The palate is a succulent and compelling combination of tart black cherries, Tay berries and my mom's gingersnap cookies, along with a saline, savory quality that lends it both depth and complexity. As is the custom with this vineyard, the wine is succulent and satisfying and builds to a gratifying finish where it lingers and lasts with intertwined flavors of berry and spice. "
2269,Archery Summit Red Hills Estate Pinot Noir 2010,,"Willamette Valley, Oregon",Red Wine,91,"This wine opens with aromas that are both lifted and deep: black currants and star anise, cracked allspice, licorice root, manuka honey and sassafras. There are brambly cane fruit notes reminiscent of blackberries and boysenberries along with exotic spice of cardamom and saffron; rose petals and toasted cherry pits. On the palate one finds vibrant forest strawberries, bing cherries, clove oil, walnut meat, and a savory umami character. Present also are notes of kirsch filled chocolates, maple sugar and an iron-like minerality. This is a regal and refined rendition of our Red Hills Estate. Tannins are plush and integrated and the very satisfying whole shows tremendous focus, intrigue and persistence."
2270,Archery Summit Renegade Ridge Estate Pinot Noir 2005,,"Dundee Hills, Willamette Valley, Oregon",Red Wine,91,"This wine opens with lifted aromas of red currant, violets, mountain huckleberry and spiced plums. There is a vibrant freshness matched with an earthy minerality that lends interest to this contained and focused wine. The tannins are supple and palate balanced, elegant and long. Notes of exotic wood spice and fresh berry flavors on the finish. "
2271,Archery Summit Renegade Ridge Estate Pinot Noir 2006,,"Dundee Hills, Willamette Valley, Oregon",Red Wine,90,"This wine opens with lifted aromas of red currant, marionberry, melon and sassafras. There is a vibrant freshness matched with an earthy minerality that lends interest to this contained and focused wine. The mid-palate is an amalgam of fresh berry, wet stone, tobacco and cassis, supported by supple tannins and a palate that is  balanced, elegant and long. On the finish, fresh berry fl avors and notes of black salt licorice persist and mingle with notions of coffee bean and currant. The Renegade Ridge Estate 2006 is ready for enjoyment now, however it may improve with proper cellaring over the next 3-8 years."
2272,Archery Summit Vireton 2000,,"Willamette Valley, Oregon",White Wine,88,"Bright straw colors with shimmering pale green reflective tones and aromas of exotic sweet litchi surrounded by tangerines, honey and lime blossoms emerge from this unique blend. The Vireton possesses a rich mid-palate with an undercurrent of acidity that gives brightness to the flavors and follows with a very long, soft finish."
2273,Archery Summit Vireton Pinot Gris 2015,,"Willamette Valley, Oregon",White Wine,89,"The 2015 vintage produced a wine that is effusive, with a round center and fresh, vivid finish. The bouquet exhibits enticing aromas of ripe papaya, lime oil, lemongrass, and flint. Opening with juicy notes of Asian pear, nectarine and lemon cream, the palate exhibits a lively, bright mouthfeel. Subtle undertones of citrus blossom, spice drops, and a distinctive minerality linger on the clean, lasting finish."
2274,Archery Summit Willamette Valley Pinot Noir 2017,,"Willamette Valley, Oregon",Red Wine,90,"Showcasing the Willamette Valley’s propensity for earthy, spicy Pinot Noir, this wine is berry driven and brambly. A friendly waft of dried cinnamon and lavender leads to juicy fresh raspberry and decidedly darker fruit flavors. Made from 40 percent whole-cluster fruit, the 2017 is round and neatly integrated, and—while gorgeous in its current state—is built for longevity. "
2275,Archetype Old Vine Reserve Shiraz 2004,,"Barossa Valley, Barossa, South Australia, Australia",Red Wine,90,"Ar-che-type = An ideal example of a type, the quintessence. Deeply concentrated, this Reserve Shiraz owes its richness and character to the old vines on the property. It comes from extremely low yielding vines that average over 50 years in age and produce only a few clusters of grapes each. The result is unbelievable intensity. "
